giocatore,link_a,link_b
Miguel Garcia,https://www.atptour.com/en/players/miguel-garcia/gf96/rankings-breakdown,https://www.atptour.com/en/players/miguel-garcia/gf96/player-stats
Edouard Villoslada,https://www.atptour.com/en/players/edouard-villoslada/v0eq/rankings-breakdown,https://www.atptour.com/en/players/edouard-villoslada/v0eq/player-stats
Miguel Gomes,https://www.atptour.com/en/players/miguel-gomes/g0f4/rankings-breakdown,https://www.atptour.com/en/players/miguel-gomes/g0f4/player-stats
Sean Hess,https://www.atptour.com/en/players/sean-hess/h0gj/rankings-breakdown,https://www.atptour.com/en/players/sean-hess/h0gj/player-stats
Luc Koenig,https://www.atptour.com/en/players/luc-koenig/k0ge/rankings-breakdown,https://www.atptour.com/en/players/luc-koenig/k0ge/player-stats
Juan Sebastian Osorio,https://www.atptour.com/en/players/juan-sebastian-osorio/o560/rankings-breakdown,https://www.atptour.com/en/players/juan-sebastian-osorio/o560/player-stats
Volodoymyr Uzhylovskyi,https://www.atptour.com/en/players/volodoymyr-uzhylovskyi/u107/rankings-breakdown,https://www.atptour.com/en/players/volodoymyr-uzhylovskyi/u107/player-stats
Toby Martin,https://www.atptour.com/en/players/toby-martin/ml51/rankings-breakdown,https://www.atptour.com/en/players/toby-martin/ml51/player-stats
Naoki Tajima,https://www.atptour.com/en/players/naoki-tajima/t0b4/rankings-breakdown,https://www.atptour.com/en/players/naoki-tajima/t0b4/player-stats
Karol Drzewiecki,https://www.atptour.com/en/players/karol-drzewiecki/de12/rankings-breakdown,https://www.atptour.com/en/players/karol-drzewiecki/de12/player-stats
Alexander Merino,https://www.atptour.com/en/players/alexander-merino/mm31/rankings-breakdown,https://www.atptour.com/en/players/alexander-merino/mm31/player-stats
Andreja Petrovic,https://www.atptour.com/en/players/andreja-petrovic/p0ep/rankings-breakdown,https://www.atptour.com/en/players/andreja-petrovic/p0ep/player-stats
Miguel Angel Reyes-Varela,https://www.atptour.com/en/players/miguel-angel-reyes-varela/r736/rankings-breakdown,https://www.atptour.com/en/players/miguel-angel-reyes-varela/r736/player-stats
Alexander Vasilenko,https://www.atptour.com/en/players/alexander-vasilenko/v850/rankings-breakdown,https://www.atptour.com/en/players/alexander-vasilenko/v850/player-stats
Tak Khunn Wang,https://www.atptour.com/en/players/tak-khunn-wang/w597/rankings-breakdown,https://www.atptour.com/en/players/tak-khunn-wang/w597/player-stats
Tadas Babelis,https://www.atptour.com/en/players/tadas-babelis/bp36/rankings-breakdown,https://www.atptour.com/en/players/tadas-babelis/bp36/player-stats
Vasil Kirkov,https://www.atptour.com/en/players/vasil-kirkov/k0a4/rankings-breakdown,https://www.atptour.com/en/players/vasil-kirkov/k0a4/player-stats
Fabien Reboul,https://www.atptour.com/en/players/fabien-reboul/re45/rankings-breakdown,https://www.atptour.com/en/players/fabien-reboul/re45/player-stats
Damien Salvestre,https://www.atptour.com/en/players/damien-salvestre/s0f4/rankings-breakdown,https://www.atptour.com/en/players/damien-salvestre/s0f4/player-stats
Leanid Boika,https://www.atptour.com/en/players/leanid-boika/b0qw/rankings-breakdown,https://www.atptour.com/en/players/leanid-boika/b0qw/player-stats
Gianluca Di Nicola,https://www.atptour.com/en/players/gianluca-di-nicola/da85/rankings-breakdown,https://www.atptour.com/en/players/gianluca-di-nicola/da85/player-stats
Ryan Seggerman,https://www.atptour.com/en/players/ryan-seggerman/s0dl/rankings-breakdown,https://www.atptour.com/en/players/ryan-seggerman/s0dl/player-stats
Antoine Cornut-Chauvinc,https://www.atptour.com/en/players/antoine-cornut-chauvinc/c0az/rankings-breakdown,https://www.atptour.com/en/players/antoine-cornut-chauvinc/c0az/player-stats
Mauro De Maio,https://www.atptour.com/en/players/mauro-de-maio/d0e9/rankings-breakdown,https://www.atptour.com/en/players/mauro-de-maio/d0e9/player-stats
Massimo Giunta,https://www.atptour.com/en/players/massimo-giunta/g0i3/rankings-breakdown,https://www.atptour.com/en/players/massimo-giunta/g0i3/player-stats
Asahi Harazaki,https://www.atptour.com/en/players/asahi-harazaki/h0i9/rankings-breakdown,https://www.atptour.com/en/players/asahi-harazaki/h0i9/player-stats
Alexander Brown,https://www.atptour.com/en/players/alexander-brown/bv13/rankings-breakdown,https://www.atptour.com/en/players/alexander-brown/bv13/player-stats
Ethan Cook,https://www.atptour.com/en/players/ethan-cook/c0ms/rankings-breakdown,https://www.atptour.com/en/players/ethan-cook/c0ms/player-stats
Marc Antoine Gaillard,https://www.atptour.com/en/players/marc-antoine-gaillard/g0ku/rankings-breakdown,https://www.atptour.com/en/players/marc-antoine-gaillard/g0ku/player-stats
Carlo Alberto Fossati,https://www.atptour.com/en/players/carlo-alberto-fossati/fa42/rankings-breakdown,https://www.atptour.com/en/players/carlo-alberto-fossati/fa42/player-stats
Roni Mikael Hietaranta,https://www.atptour.com/en/players/roni-mikael-hietaranta/h0c5/rankings-breakdown,https://www.atptour.com/en/players/roni-mikael-hietaranta/h0c5/player-stats
Adam Pavlasek,https://www.atptour.com/en/players/adam-pavlasek/pg32/rankings-breakdown,https://www.atptour.com/en/players/adam-pavlasek/pg32/player-stats
Iiro Vasa,https://www.atptour.com/en/players/iiro-vasa/v0dq/rankings-breakdown,https://www.atptour.com/en/players/iiro-vasa/v0dq/player-stats
Alessio Vasquez Gehrke,https://www.atptour.com/en/players/alessio-vasquez-gehrke/v0ev/rankings-breakdown,https://www.atptour.com/en/players/alessio-vasquez-gehrke/v0ev/player-stats
Simeon Terziev,https://www.atptour.com/en/players/simeon-terziev/t0e9/rankings-breakdown,https://www.atptour.com/en/players/simeon-terziev/t0e9/player-stats
Martim Leote Prata,https://www.atptour.com/en/players/martim-leote-prata/l0ad/rankings-breakdown,https://www.atptour.com/en/players/martim-leote-prata/l0ad/player-stats
Federico Bondioli,https://www.atptour.com/en/players/federico-bondioli/b0pe/rankings-breakdown,https://www.atptour.com/en/players/federico-bondioli/b0pe/player-stats
Siem Woldeab,https://www.atptour.com/en/players/siem-woldeab/w0ba/rankings-breakdown,https://www.atptour.com/en/players/siem-woldeab/w0ba/player-stats
Ondrej Horak,https://www.atptour.com/en/players/ondrej-horak/h0ds/rankings-breakdown,https://www.atptour.com/en/players/ondrej-horak/h0ds/player-stats
Enrique Pena,https://www.atptour.com/en/players/enrique-pena/p0iz/rankings-breakdown,https://www.atptour.com/en/players/enrique-pena/p0iz/player-stats
Dalwinder Singh,https://www.atptour.com/en/players/dalwinder-singh/sy55/rankings-breakdown,https://www.atptour.com/en/players/dalwinder-singh/sy55/player-stats
Luke Johnson,https://www.atptour.com/en/players/luke-johnson/j543/rankings-breakdown,https://www.atptour.com/en/players/luke-johnson/j543/player-stats
Shohei Chikami,https://www.atptour.com/en/players/shohei-chikami/cn07/rankings-breakdown,https://www.atptour.com/en/players/shohei-chikami/cn07/player-stats
Egor Novikov,https://www.atptour.com/en/players/egor-novikov/n0cr/rankings-breakdown,https://www.atptour.com/en/players/egor-novikov/n0cr/player-stats
Mert Naci Turker,https://www.atptour.com/en/players/mert-naci-turker/td49/rankings-breakdown,https://www.atptour.com/en/players/mert-naci-turker/td49/player-stats
Alejandro Turriziani Alvarez,https://www.atptour.com/en/players/alejandro-turriziani-alvarez/t0fh/rankings-breakdown,https://www.atptour.com/en/players/alejandro-turriziani-alvarez/t0fh/player-stats
Felipe De Dios,https://www.atptour.com/en/players/felipe-de-dios/d0k4/rankings-breakdown,https://www.atptour.com/en/players/felipe-de-dios/d0k4/player-stats
Jakub Kroslak,https://www.atptour.com/en/players/jakub-kroslak/k0i2/rankings-breakdown,https://www.atptour.com/en/players/jakub-kroslak/k0i2/player-stats
Tobias Simon,https://www.atptour.com/en/players/tobias-simon/sk51/rankings-breakdown,https://www.atptour.com/en/players/tobias-simon/sk51/player-stats
Siddhant Banthia,https://www.atptour.com/en/players/siddhant-banthia/b0a2/rankings-breakdown,https://www.atptour.com/en/players/siddhant-banthia/b0a2/player-stats
Perry Gregg,https://www.atptour.com/en/players/perry-gregg/g0b1/rankings-breakdown,https://www.atptour.com/en/players/perry-gregg/g0b1/player-stats
Daniel Paty,https://www.atptour.com/en/players/daniel-paty/p0cd/rankings-breakdown,https://www.atptour.com/en/players/daniel-paty/p0cd/player-stats
Amador Salazar,https://www.atptour.com/en/players/amador-salazar/s0ky/rankings-breakdown,https://www.atptour.com/en/players/amador-salazar/s0ky/player-stats
Pol Amoros Ramos,https://www.atptour.com/en/players/pol-amoros-ramos/ag50/rankings-breakdown,https://www.atptour.com/en/players/pol-amoros-ramos/ag50/player-stats
Madhwin Kamath,https://www.atptour.com/en/players/madhwin-kamath/k0hm/rankings-breakdown,https://www.atptour.com/en/players/madhwin-kamath/k0hm/player-stats
Marvin Netuschil,https://www.atptour.com/en/players/marvin-netuschil/n661/rankings-breakdown,https://www.atptour.com/en/players/marvin-netuschil/n661/player-stats
Alessandro Pecci,https://www.atptour.com/en/players/alessandro-pecci/p0fy/rankings-breakdown,https://www.atptour.com/en/players/alessandro-pecci/p0fy/player-stats
Mao Takada,https://www.atptour.com/en/players/mao-takada/t0e8/rankings-breakdown,https://www.atptour.com/en/players/mao-takada/t0e8/player-stats
Rodrigo Pacheco Mendez,https://www.atptour.com/en/players/rodrigo-pacheco-mendez/p0j1/rankings-breakdown,https://www.atptour.com/en/players/rodrigo-pacheco-mendez/p0j1/player-stats
Liam Gavrielides,https://www.atptour.com/en/players/liam-gavrielides/g0gz/rankings-breakdown,https://www.atptour.com/en/players/liam-gavrielides/g0gz/player-stats
Rafael Giotis,https://www.atptour.com/en/players/rafael-giotis/g0f9/rankings-breakdown,https://www.atptour.com/en/players/rafael-giotis/g0f9/player-stats
Benedikt Henning,https://www.atptour.com/en/players/benedikt-henning/hh51/rankings-breakdown,https://www.atptour.com/en/players/benedikt-henning/hh51/player-stats
Mihai Razvan Marinescu,https://www.atptour.com/en/players/mihai-razvan-marinescu/m0ho/rankings-breakdown,https://www.atptour.com/en/players/mihai-razvan-marinescu/m0ho/player-stats
Ye Cong Mo,https://www.atptour.com/en/players/ye-cong-mo/m0bw/rankings-breakdown,https://www.atptour.com/en/players/ye-cong-mo/m0bw/player-stats
Qian Sun,https://www.atptour.com/en/players/qian-sun/s0jv/rankings-breakdown,https://www.atptour.com/en/players/qian-sun/s0jv/player-stats
Tuncay Duran,https://www.atptour.com/en/players/tuncay-duran/d0io/rankings-breakdown,https://www.atptour.com/en/players/tuncay-duran/d0io/player-stats
Pavel Shumeiko,https://www.atptour.com/en/players/pavel-shumeiko/s0lb/rankings-breakdown,https://www.atptour.com/en/players/pavel-shumeiko/s0lb/player-stats
Shay Bar Menahem,https://www.atptour.com/en/players/shay-bar-menahem/b0n3/rankings-breakdown,https://www.atptour.com/en/players/shay-bar-menahem/b0n3/player-stats
Egor Agafonov,https://www.atptour.com/en/players/egor-agafonov/a0fm/rankings-breakdown,https://www.atptour.com/en/players/egor-agafonov/a0fm/player-stats
Mateo Bejenaru,https://www.atptour.com/en/players/mateo-bejenaru/b0m2/rankings-breakdown,https://www.atptour.com/en/players/mateo-bejenaru/b0m2/player-stats
Nikolay Nedelchev,https://www.atptour.com/en/players/nikolay-nedelchev/n0ca/rankings-breakdown,https://www.atptour.com/en/players/nikolay-nedelchev/n0ca/player-stats
Seydina Andre,https://www.atptour.com/en/players/seydina-andre/a0ie/rankings-breakdown,https://www.atptour.com/en/players/seydina-andre/a0ie/player-stats
Giuseppe La Vela,https://www.atptour.com/en/players/giuseppe-la-vela/l0db/rankings-breakdown,https://www.atptour.com/en/players/giuseppe-la-vela/l0db/player-stats
Federico Marchetti,https://www.atptour.com/en/players/federico-marchetti/m0e9/rankings-breakdown,https://www.atptour.com/en/players/federico-marchetti/m0e9/player-stats
Luka Mikrut,https://www.atptour.com/en/players/luka-mikrut/m0n1/rankings-breakdown,https://www.atptour.com/en/players/luka-mikrut/m0n1/player-stats
John Sperle,https://www.atptour.com/en/players/john-sperle/s0lr/rankings-breakdown,https://www.atptour.com/en/players/john-sperle/s0lr/player-stats
Luis Britto,https://www.atptour.com/en/players/luis-britto/bk09/rankings-breakdown,https://www.atptour.com/en/players/luis-britto/bk09/player-stats
Jesse De Jager,https://www.atptour.com/en/players/jesse-de-jager/d0ii/rankings-breakdown,https://www.atptour.com/en/players/jesse-de-jager/d0ii/player-stats
Peter Goldsteiner,https://www.atptour.com/en/players/peter-goldsteiner/gc99/rankings-breakdown,https://www.atptour.com/en/players/peter-goldsteiner/gc99/player-stats
Paulo Andre Saraiva Dos Santos,https://www.atptour.com/en/players/paulo-andre-saraiva-dos-santos/s0iv/rankings-breakdown,https://www.atptour.com/en/players/paulo-andre-saraiva-dos-santos/s0iv/player-stats
Ozan Baris,https://www.atptour.com/en/players/ozan-baris/c0hx/rankings-breakdown,https://www.atptour.com/en/players/ozan-baris/c0hx/player-stats
Lukas Hellum-Lilleengen,https://www.atptour.com/en/players/lukas-hellum-lilleengen/h0bc/rankings-breakdown,https://www.atptour.com/en/players/lukas-hellum-lilleengen/h0bc/player-stats
Pruchya Isaro,https://www.atptour.com/en/players/pruchya-isaro/i326/rankings-breakdown,https://www.atptour.com/en/players/pruchya-isaro/i326/player-stats
Bryce Nakashima,https://www.atptour.com/en/players/bryce-nakashima/n0dr/rankings-breakdown,https://www.atptour.com/en/players/bryce-nakashima/n0dr/player-stats
Thomas Pavlekovich Smith,https://www.atptour.com/en/players/thomas-pavlekovich-smith/p0gm/rankings-breakdown,https://www.atptour.com/en/players/thomas-pavlekovich-smith/p0gm/player-stats
Adam Jones,https://www.atptour.com/en/players/adam-jones/j0at/rankings-breakdown,https://www.atptour.com/en/players/adam-jones/j0at/player-stats
Mikhail Minakov,https://www.atptour.com/en/players/mikhail-minakov/m0er/rankings-breakdown,https://www.atptour.com/en/players/mikhail-minakov/m0er/player-stats
Ivan Denisov,https://www.atptour.com/en/players/ivan-denisov/d09v/rankings-breakdown,https://www.atptour.com/en/players/ivan-denisov/d09v/player-stats
Enzo Frances Tessari,https://www.atptour.com/en/players/enzo-frances-tessari/f0f6/rankings-breakdown,https://www.atptour.com/en/players/enzo-frances-tessari/f0f6/player-stats
Chad Kissell,https://www.atptour.com/en/players/chad-kissell/ki10/rankings-breakdown,https://www.atptour.com/en/players/chad-kissell/ki10/player-stats
Sean Hodkin,https://www.atptour.com/en/players/sean-hodkin/h0aa/rankings-breakdown,https://www.atptour.com/en/players/sean-hodkin/h0aa/player-stats
Adam Jurajda,https://www.atptour.com/en/players/adam-jurajda/j0cn/rankings-breakdown,https://www.atptour.com/en/players/adam-jurajda/j0cn/player-stats
Olivier Rojas,https://www.atptour.com/en/players/olivier-rojas/r0f9/rankings-breakdown,https://www.atptour.com/en/players/olivier-rojas/r0f9/player-stats
Romain Faucon,https://www.atptour.com/en/players/romain-faucon/f0f0/rankings-breakdown,https://www.atptour.com/en/players/romain-faucon/f0f0/player-stats
Chanchai Sookton-eng,https://www.atptour.com/en/players/chanchai-sookton-eng/sw13/rankings-breakdown,https://www.atptour.com/en/players/chanchai-sookton-eng/sw13/player-stats
Milos Karol,https://www.atptour.com/en/players/milos-karol/k0hg/rankings-breakdown,https://www.atptour.com/en/players/milos-karol/k0hg/player-stats
Jonathan Sorbo,https://www.atptour.com/en/players/jonathan-sorbo/s0i6/rankings-breakdown,https://www.atptour.com/en/players/jonathan-sorbo/s0i6/player-stats
Cesar Bouchelaghem,https://www.atptour.com/en/players/cesar-bouchelaghem/b0me/rankings-breakdown,https://www.atptour.com/en/players/cesar-bouchelaghem/b0me/player-stats
Baptiste Crepatte,https://www.atptour.com/en/players/baptiste-crepatte/cm79/rankings-breakdown,https://www.atptour.com/en/players/baptiste-crepatte/cm79/player-stats
Hendrik Jebens,https://www.atptour.com/en/players/hendrik-jebens/j09f/rankings-breakdown,https://www.atptour.com/en/players/hendrik-jebens/j09f/player-stats
Ishaan Ravichander,https://www.atptour.com/en/players/ishaan-ravichander/r0ev/rankings-breakdown,https://www.atptour.com/en/players/ishaan-ravichander/r0ev/player-stats
Lorenzo Sciahbasi,https://www.atptour.com/en/players/lorenzo-sciahbasi/s0w4/rankings-breakdown,https://www.atptour.com/en/players/lorenzo-sciahbasi/s0w4/player-stats
Ryusuke Horiuchi,https://www.atptour.com/en/players/ryusuke-horiuchi/h0bp/rankings-breakdown,https://www.atptour.com/en/players/ryusuke-horiuchi/h0bp/player-stats
Michael Minasyan,https://www.atptour.com/en/players/michael-minasyan/m0qu/rankings-breakdown,https://www.atptour.com/en/players/michael-minasyan/m0qu/player-stats
Oliver Tarvet,https://www.atptour.com/en/players/oliver-tarvet/t0gr/rankings-breakdown,https://www.atptour.com/en/players/oliver-tarvet/t0gr/player-stats
Reda Bennani,https://www.atptour.com/en/players/reda-bennani/b0pu/rankings-breakdown,https://www.atptour.com/en/players/reda-bennani/b0pu/player-stats
